Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Fullife Healthcare,2021,2018,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,,Series C,Pharmaceuticals	#REF!,Varun Khanna,$ 22000000.00
Trinkerr,2021,2010,Capital Markets,Series A,$ 6600000.00,Bangalore,Trinkerr is India's first social trading platform.,Accel India
Zorro,2021,2016,Social network,Seed,$ 32000000.00,Gurugram,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,2021,2018,Automotive,Series C,$ 150000000.00,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho"
NephroPlus,2021,2012,Hospital & Health Care,Series E,$ 24000000.00,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management
Unremot,2021,2018,Information Technology & Services,Seed,$ 700000.00,Bangalore,Unremot is a personal office for consultants!,Inflection Point Ventures
FanAnywhere,2021,2016,Financial Services,Seed,$Undisclosed,Bangalore,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,2021,2019,E-learning,,$ 200000.00,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,2021,2020,Music,Seed,$ 1500000.00,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover"
Enmovil,2021,1978,Information Technology & Services,Pre-series A,$ 1300000.00,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund
ASQI Advisors,2021,2020,Financial Services,Pre-series A,$ 1000000.00,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital
Insurance Samadhan,2021,2018,Insurance,Pre-series A,$ 725000.00,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL"
Evenflow Brands,2021,2012,Consumer Goods,,$ 500000.00,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,
MasterChow,2021,2018,Hauz Khas,Seed,$ 461000.00,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures
Fullife Healthcare,2021,2018,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,,Series C,Pharmaceuticals	#REF!,Varun Khanna,$ 22000000.00
MoEVing,2021,2020,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,,Seed,Gurugram	#REF!,"Vikash Mishra, Mragank Jain",$ 5000000.00
Pristyn Care,2021,2019,Hospital & Health Care,Series E,$ 96000000.00,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,2021,2018,"Health, Wellness & Fitness",Series A,$ 5000000.00,Mumbai,Plant-based nutraceutical firm,"Guild Capital, RPSG Capital Ventures"
Uni Cards,2021,2016,Financial Services,Series A,$ 70000000.00,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,2021,2015,E-learning,,$ 5000000.00,Hyderabad,An experiential learning app for grades 6th to 12th.,"NB Ventures, Earlsfield Capital"
Nestasia,2021,2021,Retail,Series A,$ 4000000.00,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,2021,2019,Cosmetics,Series A,$ 32000000.00,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Sixth Sense Ventures
Juspay,2021,2020,FinTech,Series C,$ 60000000.00,Bangalore,Enable frictionless payments for the billion Indians.,SoftBank Vision Fund 2
TranZact,2021,2020,Information Technology & Services,Series A,$ 7000000.00,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,"Tribe Capital, Prime Venture Partners"
Atomberg,2021,2014,Consumer Electronics,,$ 20000000.00,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,Jungle Ventures
Ola,2021,2019,Mobility,,$ 500000000.00,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Marquee international institutional investors
Mohalla Tech,2021,2020,Social media,Series G,$ 266000000.00,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",Alkeon Capital
Stack,2021,2015,Financial Services,Seed,$ 4500000.00,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Y Combinator, Harvard Management"
PropReturns,2021,2019,Real Estate,,$ 1200000.00,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,2021,2015,E-learning,Pre-seed,$ 4000000.00,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shrishti Sahu, Umang Vohra"
Fitpage,2021,2020,"Health, Wellness & Fitness",,$ 300000.00,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.","Astra Ventures, Gaurav Jaitly"
ShopMyLooks,2021,2019,Digital platform,,$ 200000.00,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,"Capital A, Collective Artists Network"
ByteLearn,2021,2018,E-learning,Seed,$ 9500000.00,Noida,AI powered teaching assistant for 100 Mn teachers across the world,"Aditya Singhal, Nishant Sinha"
Dista,2021,2017,Computer Software,Seed,$ 1200000.00,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,Pentathlon Ventures
OfBusiness,2021,2020,Financial Services,,$ 325000000.00,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,2021,2007,B2B Ecommerce,Series D,$ 100000000.00,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,Tiger Global
FRND,2021,2019,Online Media,Series A,$ 6500000.00,Bangalore,FRND is an audio dating app for Bharat,KRAFTON
Metadome,2021,2021,Computer Software,Pre-series A,$ 4000000.00,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Chiratae Ventures, Lenskart Vision Fund"
Keka HR,2021,2020,Information Technology & Services,,$ 1600000.00,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Recur Club
Flo Mobility,2021,2014,Industrial Automation,,$ 400000.00,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","DevX Venture Fund, Blume Founder Fund"
Yodacart,2021,2003,E-commerce,Pre-seed,$ 225000.00,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Ajith Daneil
TheHouseMonk,2021,2019,Real Estate,,$ 5000000.00,Bangalore,A complete property management software platform for team&customers.,Aurum Proptech
Zepto,2021,2016,E-commerce,,$ 100000000.00,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",Y-Combinator
Sirona Hygiene,2021,2021,"Health, Wellness & Fitness",,$ 10000000.00,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",The Good Glamm Group
Jumbotail,2021,2017,B2B Ecommerce,Series C,$ 85000000.00,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",Invus
Captain Fresh,2021,2016,Logistics & Supply Chain,Series B,$ 40000000.00,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,"Tiger Global, Prosus Ventures"
Deciwood,2021,2019,Consumer Electronics,,$ 200000.00,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.","Shuru Up, Ankit Kedia, Arun Gupta"
Kohbee,2021,2016,E-learning,Pre-seed,$ 235000.00,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Ankit Mehrotra, Saurabh Aggarwal"
Perfora,2021,2015,Consumer Goods,Pre-seed,$ 260000.00,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",Sauce.vc
Unbox Robotics,2021,2015,Logistics & Supply Chain,Series A,$ 7000000.00,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"3one4 Capital, Sixth Sense Ventures"
Ninety One,2021,2020,Consumer Goods,Series A,$ 30000000.00,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",A91 Partners
Gobillion,2021,2019,Social commerce,Seed,$ 2900000.00,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"YCombinator, Justin Mateen, Pioneer Fund"
RIPPLR,2021,2018,Logistics & Supply Chain,Pre-series B,$ 12000000.00,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,"Sojitz Corporation, Stride Ventures"
SK Finance,2021,2016,Financial Services,Series F,$ 53000000.00,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
Eggoz,2021,2020,Food & Beverages,Series A,$ 3500000.00,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Nabventures, Avaana Capital"
Fabriclore,2021,2020,Apparel & Fashion,Pre-series A,$ 700000.00,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Fluid Ventures, Mulberry Silks"
Veefin,2021,2019,Information Technology & Services,,$ 3000000.00,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",Rajesh Rajendran
Verandah,2021,2020,Apparel & Fashion,Seed,$ 1000000.00,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,"Mike Novogratz, Neeraj Arora"
Karkinos Healthcare,2021,2008,Hospital & Health Care,,$Undisclosed,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",Reliance Digital Health
OWO Technologies,2021,2020,Food & Beverages,Seed,$ 3000000.00,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,
EsportsXO,2021,2015,Mobile Games,Seed,$ 1100000.00,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,We Founder Circle
The Gourmet Jar,2021,2017,Food & Beverages,,$ 150000.00,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",DevX Venture Fund
Zorgers,2021,2017,Hospital & Health Care,,$Undisclosed,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,Ritu Marya Family Office.
BangDB,2021,2021,Computer Software,,$Undisclosed,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Ten Innovate
Neobank Jupiter,2021,2015,Banking,Series C,$ 86000000.00,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,"Tiger Global, Sequoia Capital"
Skippi Ice Pops,2021,2017,Food Production,,$ 130000.00,Hyderabad,India's First Icepops Brand,Shark Tank India
Glii,2021,2018,Dating,Seed,"$$100,00",Noida,India’s finest dating companionship application,We Founder Circle
GlobalBees,2021,2020,E-commerce,Series B,$ 111000000.00,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,"Premji Invest, Steadview Capital"
Mamaearth,2021,2020,"Health, Wellness & Fitness",,$ 37000000.00,Gurugram,Baby and mother care brand,Sequoia
SecureNow,2021,2015,Insurance,Series B,$ 6000000.00,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,Apis Insurtech Fund I
Vendor Infra,2021,2021,Construction,,$ 265000.00,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities","SK Tripathi, Sanjeev Gupta"
Hakuna Matata,2021,2012,Information Technology & Services,,$ 1000000.00,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Hardcastle Petrofer
